,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3400,1,0,1,0,0.408450704,1,0,0,0,0,0,0,0,0,0.010989011,0.073630978,1,0,0,1,1,0,0,1,0,0,0
3401,1,0,0,0,0.042253521,1,0,0,0,0,0,1,0,1,0.603896095,0.032862303,1,0,1,0,1,0,0,0,0,1,0
3402,1,0,0,0,0.549295775,1,1,0,0,1,1,1,1,1,0.87312686,0.498927901,0,0,1,0,0,1,0,0,1,0,0
3403,1,0,1,1,0.112676056,1,0,0,0,0,1,0,0,1,0.572427564,0.0726658,0,0,1,0,1,0,0,0,0,1,0
3404,1,0,1,1,0.225352113,1,0,1,0,0,1,1,0,0,0.732267721,0.179812166,1,0,1,0,1,0,0,0,0,1,0
3405,1,0,0,0,0.85915493,0,0,0,1,1,0,0,1,1,0.250249746,0.315543997,0,1,0,0,0,0,1,0,1,0,0
3406,0,0,0,0,0.38028169,1,0,0,1,0,1,1,0,1,0.726273715,0.284906805,0,0,1,0,0,1,0,1,0,0,0
3407,1,0,0,0,0.971830986,1,1,1,1,1,1,1,1,0,0.711288701,0.733807253,0,1,0,0,0,0,1,0,1,0,0
3408,1,0,0,0,0.633802817,1,0,0,1,1,1,1,1,1,0.857642345,0.564698743,0,0,1,0,0,0,1,1,0,0,0
3409,1,0,1,0,0.309859155,1,1,0,0,1,0,0,1,0,0.715284705,0.23419737,0,0,1,0,1,0,0,0,0,0,1
3410,0,0,1,1,0.647887324,0,0,1,0,1,1,0,0,0,0.217282714,0.205282474,0,1,0,0,0,1,0,0,0,1,0
3411,0,0,1,1,0.943661972,1,0,1,1,1,0,1,1,1,0.866133853,0.826967201,0,0,1,0,0,0,1,1,0,0,0
3412,1,1,0,0,0.830985915,1,1,0,0,1,1,1,1,1,0.873626361,0.742384049,1,0,1,0,0,1,0,0,0,1,0
3413,1,0,0,1,0.929577465,1,1,0,1,0,1,1,1,1,0.853646341,0.811466551,0,0,1,0,0,0,1,0,0,1,0
3414,1,0,0,0,0.183098592,1,0,0,0,0,1,1,1,1,0.510489503,0.104325964,0,1,0,0,1,0,0,0,0,1,0
3415,0,0,1,1,0.788732394,1,1,0,0,0,0,0,0,1,0.556943049,0.462303135,0,0,1,0,1,0,0,0,0,1,0
3416,1,0,1,1,0.76056338,1,1,1,0,0,0,1,1,0,0.82267731,0.627626066,0,0,1,0,0,1,0,0,0,0,1
3417,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.016983017,0.000161826,0,0,0,1,1,0,0,0,0,0,1
3418,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.313186808,0.003589077,1,1,0,0,1,0,0,0,0,0,1
3419,0,0,0,0,0.309859155,1,1,0,0,1,1,1,0,1,0.782717271,0.238878775,0,0,1,0,1,0,0,0,1,0,0
3420,1,0,0,0,0.169014085,1,1,1,0,0,0,1,1,1,0.817182805,0.154890912,1,0,1,0,1,0,0,0,0,1,0
3421,0,0,1,0,0.647887324,1,1,0,1,1,0,1,1,1,0.854645342,0.591394307,0,0,1,0,1,0,0,0,0,1,0
3422,0,0,0,0,0.521126761,1,0,0,0,0,0,0,0,0,0.015484515,0.082213553,0,0,0,1,0,1,0,0,0,0,1
3423,1,1,1,0,0.521126761,1,1,0,0,0,0,0,0,1,0.563436555,0.329547753,1,0,1,0,1,0,0,1,0,0,0
3424,1,1,0,0,0.014084507,1,1,0,1,0,0,0,0,1,0.379620374,0.011489669,0,1,0,0,1,0,0,0,1,0,0
3425,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0.306693302,0.003513943,1,1,0,0,1,0,0,0,1,0,0
3426,0,0,1,0,0.197183099,1,0,0,0,0,0,0,0,1,0.499999993,0.125964456,0,0,1,0,1,0,0,1,0,0,0
3427,1,0,0,0,0.352112676,1,0,0,0,0,0,0,0,1,0.504495497,0.20769253,0,0,1,0,1,0,0,0,1,0,0
3428,1,0,1,1,0.478873239,1,0,0,0,0,0,0,0,0,0.011488511,0.08224823,0,0,0,1,0,0,1,0,1,0,0
3429,0,0,0,1,0.028169014,1,0,0,0,0,0,0,0,1,0.014985015,0.006542407,0,0,0,1,1,0,0,0,0,0,1
3430,0,0,1,1,0.690140845,1,1,0,1,0,1,1,1,0,0.850649338,0.583984973,1,0,1,0,1,0,0,0,0,1,0
3431,0,0,1,0,0.577464789,1,1,1,0,1,0,0,1,1,0.757742246,0.461869672,0,0,1,0,1,0,0,0,0,1,0
3432,0,0,1,0,0.126760563,1,0,1,0,0,1,0,0,1,0.363636358,0.063574628,0,1,0,0,1,0,0,0,1,0,0
3433,1,0,1,0,0.845070423,1,0,1,1,0,1,0,1,0,0.750749239,0.6752608,0,0,1,0,0,1,0,1,0,0,0
3434,1,0,0,0,0.943661972,1,1,1,1,0,1,1,1,0,0.916083902,0.839242884,0,0,1,0,0,0,1,0,1,0,0
3435,0,0,0,0,0.126760563,1,0,1,0,1,0,1,1,1,0.802697291,0.120918942,0,0,1,0,0,1,0,0,0,1,0
3436,0,0,1,0,0.901408451,1,1,1,1,1,0,0,0,0,0.711288701,0.66473053,1,0,1,0,0,1,0,0,0,1,0
3437,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.618381609,0.678283485,0,1,0,0,0,0,1,1,0,0,0
3438,0,0,1,1,0.76056338,1,0,0,1,0,1,0,0,0,0.607892099,0.487744546,0,0,1,0,1,0,0,0,0,1,0
3439,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.017482517,0.000167606,1,0,0,1,1,0,0,0,0,0,1
3440,1,0,0,0,0.084507042,1,0,0,0,1,1,0,1,0,0.442057935,0.046172518,0,1,0,0,1,0,0,1,0,0,0
3441,1,0,0,0,0.014084507,1,1,0,0,0,0,0,0,1,0.562937055,0.013547175,0,0,1,0,1,0,0,0,0,0,1
3442,1,0,0,0,0.112676056,1,0,1,0,0,0,0,0,1,0.562437554,0.079682127,0,0,1,0,1,0,0,0,0,1,0
3443,0,0,0,1,0.366197183,1,1,0,0,0,0,0,0,1,0.072927072,0.088969802,0,0,0,1,0,0,1,0,1,0,0
3444,0,1,1,0,0.084507042,1,1,0,0,1,0,1,1,1,0.833166821,0.078832539,1,0,1,0,1,0,0,0,0,1,0
3445,1,0,1,0,0.887323944,1,0,0,1,1,1,0,1,1,0.49700299,0.503967635,0,1,0,0,0,0,1,0,0,0,1
3446,0,0,0,0,0.971830986,0,0,1,0,1,1,0,1,0,0.298201794,0.395775177,0,1,0,0,0,0,1,1,0,0,0
3447,0,1,0,0,0.014084507,1,1,0,0,0,0,1,1,1,0.753746242,0.018823869,1,0,1,0,1,0,0,0,0,1,0
3448,0,1,0,0,0.929577465,1,0,1,1,0,1,1,1,1,0.864135851,0.826799595,0,0,1,0,0,0,1,0,0,1,0
3449,1,0,0,0,0.61971831,1,1,0,1,0,0,1,0,1,0.706793196,0.46212975,1,0,1,0,1,0,0,0,1,0,0
3450,1,0,0,0,0.323943662,1,1,0,0,0,0,0,0,0,0.065934065,0.061742523,0,0,0,1,0,0,1,0,1,0,0
3451,0,0,1,1,0.042253521,1,0,0,0,0,0,0,0,0,0.009490509,0.009016038,0,0,0,1,0,0,1,0,1,0,0
3452,0,0,1,1,0.605633803,1,0,0,0,1,0,1,1,1,0.743256732,0.474388094,0,0,1,0,1,0,0,1,0,0,0
3453,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0.021478521,0.169160526,0,0,0,1,0,0,1,0,0,0,1
3454,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.556943049,0.006409478,1,0,1,0,1,0,0,0,1,0,0
3455,0,0,0,0,0.915492958,1,0,0,0,0,0,0,0,0,0.007992008,0.141245485,0,0,0,1,0,0,1,1,0,0,0
3456,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.260739257,0.002982228,1,1,0,0,1,0,0,0,0,0,1
3457,0,0,1,1,0.169014085,1,0,1,0,0,0,0,1,0,0.654345645,0.124427106,1,0,1,0,1,0,0,0,0,1,0
3458,0,0,0,0,0.126760563,1,1,0,1,0,0,0,0,1,0.620879112,0.0889987,1,0,1,0,1,0,0,1,0,0,0
3459,0,1,1,0,0.901408451,1,1,0,1,1,0,1,1,1,0.857142844,0.758237249,0,0,1,0,1,0,0,0,0,1,0
3460,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.00999001,8.09E-05,0,0,0,1,1,0,0,0,0,0,1
3461,0,0,1,1,0.521126761,1,0,1,1,1,1,1,0,0,0.554445546,0.321739633,0,1,0,0,0,1,0,0,0,1,0
3462,0,0,0,1,0.309859155,0,0,1,0,1,1,0,0,0,0.215284712,0.096968646,0,1,0,0,0,0,1,0,0,0,1
3463,1,0,1,0,0.126760563,1,0,0,0,0,0,0,0,0,0.015484515,0.019135963,0,0,0,1,0,1,0,0,0,0,1
3464,0,0,0,1,0.042253521,1,1,0,1,0,0,1,1,1,0.830669318,0.039959543,1,0,1,0,1,0,0,0,0,1,0
3465,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0.64935064,0.702147089,0,1,0,0,0,0,1,0,1,0,0
3466,1,0,1,0,0.478873239,1,0,0,1,0,1,0,0,0,0.382617377,0.212946106,0,1,0,0,1,0,0,0,0,1,0
3467,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.018481518,0.000179165,1,0,0,1,1,0,0,0,0,0,1
3468,1,0,1,1,0.802816901,1,0,0,0,0,0,0,0,0,0.00999001,0.122618119,0,0,0,1,0,0,1,0,1,0,0
3469,0,0,1,1,0.971830986,1,0,0,1,1,1,1,1,1,0.875124862,0.861869672,0,0,1,0,0,1,0,0,0,1,0
3470,0,0,1,1,0.521126761,1,1,0,1,1,0,1,1,0,0.603396594,0.328703945,0,1,0,0,0,1,0,0,1,0,0
3471,1,0,1,1,0.830985915,0,0,0,1,0,0,1,1,1,0.311688307,0.352619564,0,1,0,0,1,0,0,0,0,1,0
3472,0,0,0,0,0.352112676,1,1,1,1,0,0,1,0,1,0.737762227,0.269435053,0,0,1,0,1,0,0,0,1,0,0
3473,1,0,0,0,0.098591549,1,0,1,1,0,1,0,0,0,0.39610389,0.052061841,0,1,0,0,0,1,0,1,0,0,0
3474,0,0,1,1,0.563380282,1,1,0,0,1,1,1,1,1,0.839660327,0.484843231,1,0,1,0,0,1,0,0,0,1,0
3475,1,1,1,0,0.492957746,1,1,0,1,0,0,1,0,1,0.733266722,0.379390262,0,0,1,0,1,0,0,0,1,0,0
3476,0,1,0,0,0.746478873,1,0,0,0,1,1,0,1,0,0.46653346,0.405848866,0,1,0,0,0,1,0,1,0,0,0
3477,0,0,1,1,0.985915493,1,1,0,1,1,0,1,1,1,0.873626361,0.890605404,1,0,1,0,0,0,1,1,0,0,0
3478,1,0,0,0,0.76056338,1,1,0,0,0,0,0,0,1,0.544955037,0.476931079,0,0,1,0,1,0,0,0,0,1,0
3479,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0.411588405,0.490813466,0,1,0,0,0,0,1,1,0,0,0
3480,1,0,0,1,0.028169014,1,0,1,0,0,1,0,0,1,0.36513486,0.015697154,1,1,0,0,1,0,0,0,0,0,1
3481,1,0,1,1,0.746478873,1,1,0,1,1,0,0,0,1,0.412087906,0.373079035,0,1,0,0,0,0,1,1,0,0,0
3482,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.979520465,0.961548909,0,0,1,0,0,0,1,1,0,0,0
3483,0,0,0,0,0.718309859,1,1,1,0,1,1,1,1,1,0.906593393,0.660314983,0,0,1,0,0,0,1,0,0,1,0
3484,1,1,0,0,0.830985915,1,1,1,0,0,0,1,1,1,0.827672315,0.711775755,0,0,1,0,0,1,0,1,0,0,0
3485,1,0,0,0,0.535211268,0,0,0,0,1,0,1,1,1,0.320679316,0.218066753,0,1,0,0,1,0,0,0,1,0,0
3486,1,0,0,0,0.197183099,1,0,0,0,0,0,1,0,0,0.37562437,0.105539662,0,1,0,0,0,1,0,0,0,0,1
3487,0,0,0,0,0.957746479,1,1,0,0,1,1,1,1,1,0.878621365,0.847270626,1,0,1,0,0,0,1,1,0,0,0
3488,0,0,1,1,0.591549296,1,0,0,0,0,0,0,0,1,0.006493506,0.087548042,0,0,0,1,0,1,0,0,0,0,1
3489,1,1,0,0,0.873239437,1,1,1,1,1,1,1,0,0,0.643856134,0.603866493,0,1,0,0,0,1,0,1,0,0,0
3490,0,1,1,0,0.014084507,1,0,0,0,0,0,0,0,0,0.514985007,0.014194481,0,0,1,0,1,0,0,0,0,1,0
3491,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.896603383,0.885513654,0,0,1,0,0,0,1,1,0,0,0
3492,1,0,1,1,0.436619718,1,1,0,0,1,0,0,1,1,0.724275713,0.339332466,1,0,1,0,1,0,0,1,0,0,0
3493,0,0,1,1,0.549295775,1,1,0,0,0,0,0,0,0,0.066933066,0.114208929,0,0,0,1,0,0,1,0,1,0,0
3494,1,0,1,0,0.802816901,0,0,1,1,0,0,1,0,1,0.267732264,0.291431874,0,1,0,0,0,1,0,0,0,1,0
3495,0,0,0,0,0.929577465,0,0,1,0,0,1,1,0,0,0.253246749,0.355827193,0,1,0,0,0,0,1,0,0,1,0
3496,1,1,1,0,0.704225352,1,1,1,0,0,0,0,0,1,0.58891108,0.437913596,1,0,1,0,1,0,0,0,0,1,0
3497,0,0,1,0,0.422535211,1,1,0,0,1,1,1,1,1,0.606893098,0.284947262,0,1,0,0,0,1,0,0,0,0,1
3498,0,1,1,0,0.957746479,1,1,1,1,0,0,0,0,1,0.662837153,0.666585754,0,0,1,0,1,0,0,0,1,0,0
3499,0,0,1,0,0.436619718,1,1,0,0,0,1,0,0,1,0.606393597,0.300569282,0,0,1,0,0,1,0,0,0,1,0
3500,1,0,0,0,0.281690141,1,0,1,1,0,1,1,0,0,0.524475517,0.17407889,0,1,0,0,0,0,1,0,1,0,0
3501,0,0,0,0,0.718309859,1,0,1,0,1,0,0,0,0,0.351648346,0.320393007,0,1,0,0,0,1,0,0,0,1,0
3502,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.056943056,0.204091894,0,0,0,1,0,0,1,0,1,0,0
3503,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0.356143851,0.452951886,1,1,0,0,0,0,1,0,0,1,0
3504,0,0,1,1,0.718309859,0,0,1,0,1,0,0,1,0,0.256743253,0.260916053,0,1,0,0,0,1,0,1,0,0,0
3505,1,0,0,0,0.563380282,1,0,0,0,0,1,0,0,0,0.31468531,0.232359486,0,1,0,0,0,1,0,1,0,0,0
3506,0,0,0,0,0.563380282,1,0,0,0,0,0,0,0,0,0.015984016,0.090564947,0,0,0,1,0,0,1,0,0,0,1
3507,1,0,0,0,0.070422535,1,0,0,0,0,0,0,0,1,0.506493499,0.046184077,1,0,1,0,1,0,0,0,0,0,1
3508,0,0,1,1,0.929577465,1,1,1,1,1,1,0,0,1,0.5074925,0.535691374,0,1,0,0,0,1,0,0,1,0,0
3509,1,0,1,1,0.211267606,1,0,0,0,0,0,0,0,0,0.007992008,0.029712469,0,0,0,1,1,0,0,0,0,0,1
3510,0,0,0,0,0.225352113,1,0,0,0,0,0,0,0,0,0.005994006,0.03752059,0,0,0,1,0,0,1,0,0,0,1
3511,0,0,1,0,0.478873239,1,0,1,1,1,0,0,0,0,0.424075918,0.244080335,0,1,0,0,1,0,0,0,0,0,1
3512,1,0,1,1,0.802816901,1,0,0,0,0,0,0,0,0,0.019480519,0.135535327,0,0,0,1,0,0,1,0,1,0,0
3513,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.319180814,0.003658431,1,1,0,0,1,0,0,0,0,1,0
3514,0,0,1,1,0.718309859,0,0,0,1,1,1,1,0,0,0.316183811,0.293038578,0,1,0,0,0,0,1,0,0,0,1
3515,1,0,0,0,0.971830986,1,0,1,0,1,1,1,1,0,0.609890101,0.64390695,0,1,0,0,0,0,1,1,0,0,0
3516,1,0,1,1,0.253521127,1,1,0,0,0,0,0,0,1,0.063436562,0.051882676,0,0,0,1,0,0,1,1,0,0,0
3517,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.55794205,0.006421037,1,0,1,0,1,0,0,0,0,1,0
3518,1,0,1,1,0.478873239,1,0,1,0,1,1,1,1,1,0.882617369,0.432030053,0,0,1,0,1,0,0,0,0,1,0
3519,1,0,0,0,0.436619718,1,1,0,0,1,0,1,1,1,0.827172815,0.383302991,0,0,1,0,1,0,0,0,0,1,0
3520,1,0,1,1,0.225352113,1,0,1,0,0,1,0,0,1,0.367632362,0.104221933,0,1,0,0,1,0,0,0,1,0,0
3521,1,0,1,1,0.929577465,1,0,0,1,0,0,0,0,0,0.319680315,0.394497905,0,1,0,0,0,1,0,0,1,0,0
3522,1,0,0,0,0.112676056,1,0,0,0,0,0,0,0,0,0.009490509,0.015200116,0,0,0,1,1,0,0,1,0,0,0
3523,0,0,0,1,0.422535211,1,1,0,1,0,1,1,1,1,0.608391599,0.296933969,1,1,0,0,0,1,0,0,0,0,1
3524,0,0,0,0,0.042253521,1,1,1,0,0,0,1,0,0,0.720279709,0.04035255,0,0,1,0,1,0,0,0,0,1,0
3525,0,1,1,1,0.802816901,1,1,1,1,0,1,0,0,1,0.712287702,0.590307759,0,0,1,0,0,1,0,1,0,0,0
3526,0,0,0,0,0.830985915,1,0,1,0,1,1,1,1,0,0.603896095,0.55278139,0,1,0,0,0,1,0,0,0,0,1
3527,0,0,0,0,0.802816901,1,1,0,0,1,1,1,1,1,0.860139847,0.716746135,1,0,1,0,0,1,0,0,0,1,0
3528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00999001,8.09E-05,0,0,0,1,1,0,0,0,0,0,1
3529,1,0,1,1,0.366197183,1,0,0,0,0,0,0,0,0,0.013486513,0.061407311,0,0,0,1,0,0,1,0,0,0,1
3530,0,1,1,1,0.915492958,1,1,1,1,1,1,1,1,1,0.976023961,0.906620431,0,0,1,0,0,1,0,0,0,1,0
3531,0,0,0,0,0.197183099,1,1,1,0,0,0,1,0,1,0.691308681,0.141407311,0,0,1,0,1,0,0,1,0,0,0
3532,0,1,1,0,0.647887324,1,1,0,0,1,0,1,1,1,0.814185802,0.560866927,1,0,1,0,1,0,0,0,0,1,0
3533,1,0,0,0,0.563380282,1,1,1,0,0,0,0,0,1,0.626873117,0.3666291,0,0,1,0,1,0,0,0,1,0,0
3534,0,0,1,0,0.816901408,0,0,0,0,0,0,1,1,1,0.257242753,0.306071377,0,1,0,0,1,0,0,0,0,1,0
3535,1,0,0,1,0.690140845,1,0,0,0,0,0,0,0,0,0.51748251,0.40627077,0,0,1,0,0,0,1,0,1,0,0
3536,0,0,1,1,0.225352113,0,0,1,0,1,0,1,0,0,0.258741255,0.089385927,0,1,0,0,0,1,0,0,1,0,0
3537,0,0,1,1,0.070422535,1,0,1,0,0,0,0,0,1,0.305694301,0.031995376,0,1,0,0,1,0,0,0,0,1,0
3538,0,1,1,0,0.704225352,0,0,0,1,0,0,0,0,1,0.108891107,0.16650773,0,1,0,0,1,0,0,0,1,0,0
3539,0,0,0,0,0.605633803,1,0,0,1,0,1,1,1,0,0.819180807,0.506204306,1,0,1,0,1,0,0,0,0,1,0
3540,0,0,1,0,0.676056338,1,0,0,1,0,0,1,0,1,0.666833157,0.494622164,0,0,1,0,1,0,0,0,1,0,0
3541,0,0,0,0,0.014084507,1,0,0,1,0,0,1,1,0,0.770229759,0.01715937,1,0,1,0,1,0,0,0,0,1,0
3542,0,0,1,0,0.816901408,1,1,1,0,0,1,0,1,1,0.504994997,0.471382748,0,1,0,0,0,1,0,0,0,0,1
3543,0,1,0,0,0.690140845,1,1,1,1,0,0,1,0,1,0.51748251,0.397139142,0,1,0,0,1,0,0,1,0,0,0
3544,1,0,1,1,0.816901408,1,0,0,0,0,0,0,0,0,0.02047952,0.146470163,0,0,0,1,0,0,1,0,0,0,1
3545,0,0,0,0,0.23943662,1,1,0,0,0,0,0,0,0,0.555444547,0.158144777,0,0,1,0,1,0,0,0,0,0,1
3546,0,0,0,0,0.126760563,1,1,0,0,0,0,0,0,0,0.564435556,0.088709724,0,0,1,0,1,0,0,0,0,1,0
3547,0,0,1,0,0.183098592,1,0,0,0,0,0,0,0,0,0.260239756,0.071943361,0,1,0,0,0,1,0,0,0,1,0
3548,0,0,0,0,0.478873239,1,0,0,0,0,0,0,0,0,0.028971029,0.079364254,0,0,0,1,0,0,1,1,0,0,0
3549,0,0,1,1,0.098591549,1,0,0,0,0,0,0,0,1,0.248751245,0.037757549,0,1,0,0,0,1,0,0,0,0,1
3550,0,0,1,1,0.23943662,1,0,0,0,0,0,0,0,0,0.014985015,0.037803786,0,0,0,1,0,1,0,1,0,0,0
3551,1,0,1,1,0.830985915,1,1,1,1,0,0,1,0,0,0.755244744,0.669608438,0,0,1,0,0,1,0,1,0,0,0
3552,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0.757742246,0.008732842,1,0,1,0,1,0,0,0,0,1,0
3553,1,0,0,0,0.070422535,1,0,0,0,0,0,0,0,0,0.00999001,0.012206329,0,0,0,1,0,0,1,0,0,0,1
3554,1,0,0,1,0.253521127,1,1,1,1,0,1,1,0,1,0.572927064,0.156827048,0,1,0,0,1,0,0,0,0,0,1
3555,0,0,1,1,0.732394366,1,1,1,1,0,1,0,0,0,0.455544449,0.401410201,0,1,0,0,0,1,0,1,0,0,0
3556,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0.909090895,0.91337668,0,0,1,0,0,0,1,1,0,0,0
3557,1,0,1,0,0.830985915,1,1,0,1,1,1,1,1,1,0.921578408,0.765421182,0,0,1,0,0,0,1,0,1,0,0
3558,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.364135859,0.004178587,1,1,0,0,1,0,0,0,1,0,0
3559,1,0,0,1,0.169014085,1,0,0,0,1,1,0,0,0,0.348651343,0.08082647,0,1,0,0,1,0,0,0,0,0,1
3560,1,0,1,1,0.056338028,1,0,0,0,0,0,0,0,0,0.513486506,0.034856235,0,0,1,0,1,0,0,0,1,0,0
3561,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0.828171816,0.009547753,1,0,1,0,1,0,0,0,0,1,0
3562,0,0,1,1,0.169014085,1,0,0,0,1,0,1,1,0,0.783716272,0.15207051,0,0,1,0,1,0,0,0,0,1,0
3563,0,0,0,0,0.507042254,1,1,1,1,1,1,1,1,1,0.719780209,0.386048259,0,1,0,0,0,1,0,1,0,0,0
3564,0,0,1,0,0.887323944,1,0,1,0,0,0,0,0,1,0.549450541,0.548492992,0,0,1,0,1,0,0,0,0,0,1
3565,1,0,1,0,0.056338028,1,1,0,0,1,1,1,0,0,0.493506486,0.038312383,1,1,0,0,1,0,0,1,0,0,0
3566,1,0,1,0,0.845070423,1,1,0,1,0,1,0,1,1,0.757242746,0.657032221,0,0,1,0,0,0,1,1,0,0,0
3567,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.508991001,0.005854645,1,0,1,0,1,0,0,0,0,1,0
3568,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.002997003,0,1,0,0,1,1,0,0,0,0,0,1
3569,0,0,0,0,0.352112676,1,0,0,0,0,0,0,0,0,0.008491508,0.058569571,0,0,0,1,0,1,0,0,0,0,1
3570,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.505993998,0.005819968,1,0,1,0,1,0,0,0,0,1,0
3571,0,0,1,0,0.323943662,1,0,0,0,0,0,0,0,0,0.011988012,0.053668545,0,0,0,1,0,0,1,0,0,0,1
3572,0,0,1,0,0.225352113,0,0,0,0,1,1,1,1,0,0.360139855,0.105874874,0,1,0,0,0,1,0,0,0,1,0
3573,1,0,0,1,0.352112676,0,0,0,0,1,0,0,0,1,0.112387611,0.088732842,0,1,0,0,1,0,0,0,0,0,1
3574,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.510489503,0.005871984,1,0,1,0,1,0,0,0,0,1,0
3575,0,1,1,0,0.549295775,1,1,1,0,0,0,1,1,0,0.83216782,0.470157492,1,0,1,0,1,0,0,0,0,1,0
3576,0,0,0,0,0.718309859,1,1,0,1,1,0,1,1,1,0.844155832,0.617939604,0,0,1,0,1,0,0,0,0,1,0
3577,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.636863127,0.0073342,1,0,1,0,1,0,0,0,0,1,0
3578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017482517,0.000167606,0,0,0,1,1,0,0,0,0,0,1
3579,1,0,0,0,0.281690141,0,0,1,0,0,1,0,0,0,0.165334663,0.086871839,0,1,0,0,0,0,1,0,0,0,1
3580,1,0,1,0,0.929577465,1,1,0,1,1,0,1,1,1,0.870629358,0.78579396,0,0,1,0,0,1,0,1,0,0,0
3581,1,0,1,1,0.605633803,1,0,1,0,0,1,0,0,0,0.376623371,0.277497471,0,1,0,0,1,0,0,1,0,0,0
3582,0,0,1,1,0.971830986,0,0,0,1,1,1,1,1,0,0.417582411,0.47621442,0,1,0,0,0,1,0,0,0,1,0
3583,0,0,0,0,0.028169014,1,0,0,0,0,0,1,0,0,0.606393597,0.02875307,1,0,1,0,1,0,0,0,0,1,0
3584,0,0,1,1,0.774647887,1,0,1,1,1,0,0,0,1,0.412087906,0.397468574,0,1,0,0,0,0,1,1,0,0,0
3585,1,0,0,0,0.169014085,1,1,0,0,0,0,0,1,1,0.65984015,0.126727352,1,0,1,0,1,0,0,0,0,1,0
3586,1,0,1,1,0.802816901,1,1,1,1,0,0,0,1,1,0.747752237,0.626123393,1,0,1,0,1,0,0,1,0,0,0
3587,1,0,1,1,0.577464789,1,1,0,0,0,0,1,1,1,0.755744244,0.481716515,1,0,1,0,1,0,0,0,0,1,0
3588,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.064935064,0.000716659,1,1,0,0,1,0,0,0,0,1,0
3589,1,0,1,1,0.633802817,1,1,1,0,1,1,0,1,0,0.810189798,0.533027019,0,0,1,0,0,0,1,0,0,0,1
3590,1,0,1,1,0.873239437,1,0,1,0,0,0,0,0,1,0.320679316,0.370166161,0,1,0,0,0,0,1,1,0,0,0
3591,0,0,0,0,0.14084507,1,0,0,1,1,1,0,0,1,0.423076917,0.077404999,0,1,0,0,1,0,0,0,0,1,0
3592,0,0,1,1,0.197183099,1,1,0,0,1,1,0,0,1,0.410589404,0.098049415,0,1,0,0,1,0,0,1,0,0,0
3593,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0.461038954,0.546418148,0,1,0,0,0,0,1,0,0,1,0
3594,1,0,0,0,0.394366197,0,0,0,0,0,0,0,0,1,0.065434564,0.080219621,1,1,0,0,1,0,0,0,1,0,0
3595,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.303696299,0.003479266,1,1,0,0,1,0,0,0,0,1,0
3596,1,0,1,1,0.070422535,1,0,0,0,0,0,1,0,0,0.362637357,0.038867216,0,1,0,0,1,0,0,0,0,1,0
3597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.267232763,0.003057362,1,1,0,0,1,0,0,0,0,1,0
3598,0,0,1,1,0.873239437,1,1,0,1,0,0,0,1,1,0.727272716,0.664164138,0,0,1,0,0,1,0,0,0,1,0
3599,0,0,0,0,0.014084507,1,0,0,0,1,0,0,1,1,0.672327662,0.01715937,1,0,1,0,1,0,0,0,0,1,0
3600,1,0,1,1,0.23943662,1,1,0,0,0,0,0,0,0,0.065434564,0.047345759,0,0,0,1,0,0,1,0,0,0,1
